object_key,course_id,course_title,type,path,name,aliases,keywords,priority,enabled,notes,source_status
course-1:dd1b36574071d136,course-1,Курс 1,folder,1 course,1 course,,,0,TRUE,,active
course-1:77e8b4264bcb83de,course-1,Курс 1,folder,1 course/1 Семестр,1 Семестр,,,0,TRUE,,active
course-1:106c97916f6cbeec,course-1,Курс 1,folder,1 course/2 Семестр,2 Семестр,,,0,TRUE,,active
course-1:3a51a718f40c35c9,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия,Аналитическая геометрия,,,0,TRUE,,active
course-1:64073de5e82f10ad,course-1,Курс 1,folder,1 course/1 Семестр/Английский,Английский,,,0,TRUE,,active
course-1:21e907daa86424b2,course-1,Курс 1,folder,1 course/1 Семестр/Информатика,Информатика,,,0,TRUE,,active
course-1:09c5656ffd7f02be,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ,Математический анализ,,,0,TRUE,,active
course-1:666495c21f8fd25f,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия,Начертательная геометрия,,,0,TRUE,,active
course-1:97ec6c4cf3c95bed,course-1,Курс 1,folder,1 course/1 Семестр/Основы программирования 2025,Основы программирования 2025,,,0,TRUE,,active
course-1:50434038c3c7ec8b,course-1,Курс 1,folder,1 course/1 Семестр/Социология(2022),Социология(2022),,,0,TRUE,,active
course-1:d30eed71958c44fc,course-1,Курс 1,folder,1 course/1 Семестр/УТП ИУ5,УТП ИУ5,,,0,TRUE,,active
course-1:4e707b79bf1cd7ba,course-1,Курс 1,folder,1 course/2 Семестр/Инженерная графика,Инженерная графика,,,0,TRUE,,active
course-1:9e0514d87dd5b452,course-1,Курс 1,folder,1 course/2 Семестр/Интегралы и Дифференциальные уравнения,Интегралы и Дифференциальные уравнения,,,0,TRUE,,active
course-1:5aac5cf57bf39d67,course-1,Курс 1,folder,1 course/2 Семестр/ЛАиФНП,ЛАиФНП,,,0,TRUE,,active
course-1:0b4227d4a638c886,course-1,Курс 1,folder,1 course/2 Семестр/Программирование на основе классов и шаблонов,Программирование на основе классов и шаблонов,,,0,TRUE,,active
course-1:ed6a409b975e3830,course-1,Курс 1,folder,1 course/2 Семестр/Физика,Физика,,,0,TRUE,,active
course-1:793cca56c484987a,course-1,Курс 1,file,1 course/2 Семестр/Практика РЛ-6.pdf,Практика РЛ-6.pdf,,,0,TRUE,,active
course-1:1e66f81c098f4ca9,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия/ДЗ,ДЗ,,,0,TRUE,,active
course-1:0dfd92c3b6bb9b78,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия/Лекции,Лекции,,,0,TRUE,,active
course-1:f6cf2107d968f0f7,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия/РК,РК,,,0,TRUE,,active
course-1:14c51b6aabbc1288,course-1,Курс 1,folder,1 course/1 Семестр/Английский/РК2,РК2,,,0,TRUE,,active
course-1:470db35b359911fd,course-1,Курс 1,folder,1 course/1 Семестр/Английский/РК3,РК3,,,0,TRUE,,active
course-1:1f6e8fd997ed7389,course-1,Курс 1,folder,1 course/1 Семестр/Информатика/Лекции,Лекции,,,0,TRUE,,active
course-1:539e4ac3364a653e,course-1,Курс 1,file,1 course/1 Семестр/Информатика/РК-1(Горячкин).pdf,РК-1(Горячкин).pdf,,,0,TRUE,,active
course-1:e399435b24a08446,course-1,Курс 1,file,1 course/1 Семестр/Информатика/РК-2.pdf,РК-2.pdf,,,0,TRUE,,active
course-1:86ed6f382cac2276,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/ДЗ,ДЗ,,,0,TRUE,,active
course-1:2a048f4d392dbcc5,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/КР,КР,,,0,TRUE,,active
course-1:349252e9453dda3b,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/Лекции,Лекции,,,0,TRUE,,active
course-1:0a1ad1604b431fc7,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/РК,РК,,,0,TRUE,,active
course-1:86c45953cafce0b5,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/Учебники,Учебники,,,0,TRUE,,active
course-1:c3bc63bed82a60d9,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/Экзамен,Экзамен,,,0,TRUE,,active
course-1:1cd5c6a93405791f,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/ДЗ,ДЗ,,,0,TRUE,,active
course-1:eae9e6f2db92e9b3,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Лекции,Лекции,,,0,TRUE,,active
course-1:8833b93df540f0ac,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Методички,Методички,,,0,TRUE,,active
course-1:1b4323b9b281a939,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/РК,РК,,,0,TRUE,,active
course-1:43422f9d2da7d4c1,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Рабочая тетрадь,Рабочая тетрадь,,,0,TRUE,,active
course-1:a58c899969d56f3e,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Экзамен,Экзамен,,,0,TRUE,,active
course-1:fe82eb717e5f3542,course-1,Курс 1,folder,1 course/1 Семестр/Основы программирования 2025/Лекции,Лекции,,,0,TRUE,,active
course-1:66fefd6dc2cf847a,course-1,Курс 1,folder,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР,Отчеты ЛР,,,0,TRUE,,active
course-1:3a8909a991fbf1a5,course-1,Курс 1,folder,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары,Отчеты Семинары,,,0,TRUE,,active
course-1:b3f9f7d3f62c3500,course-1,Курс 1,folder,1 course/1 Семестр/Социология(2022)/ДЗ,ДЗ,,,0,TRUE,,active
course-1:ffcba62d8acc8577,course-1,Курс 1,folder,1 course/1 Семестр/Социология(2022)/Проекты (1 модуль),Проекты (1 модуль),,,0,TRUE,,active
course-1:1e004cb9e73c5ee2,course-1,Курс 1,file,1 course/1 Семестр/Социология(2022)/Лекции.pdf,Лекции.pdf,,,0,TRUE,,active
course-1:df53b18c55c4b4fa,course-1,Курс 1,file,1 course/1 Семестр/УТП ИУ5/Расчет ПК.pdf,Расчет ПК.pdf,,,0,TRUE,,active
course-1:6d620baf4918bf45,course-1,Курс 1,file,1 course/1 Семестр/УТП ИУ5/Финальный отчет УТП.pdf,Финальный отчет УТП.pdf,,,0,TRUE,,active
course-1:ef565708d9893d01,course-1,Курс 1,folder,1 course/2 Семестр/Инженерная графика/RK1,RK1,,,0,TRUE,,active
course-1:f6199a0c445035d5,course-1,Курс 1,folder,1 course/2 Семестр/Инженерная графика/ДЗ-1,ДЗ-1,,,0,TRUE,,active
course-1:a8f5426d67f592c8,course-1,Курс 1,folder,1 course/2 Семестр/Инженерная графика/ДЗ-2,ДЗ-2,,,0,TRUE,,active
course-1:72c0970bf4fc407f,course-1,Курс 1,folder,1 course/2 Семестр/Инженерная графика/ДЗ-3,ДЗ-3,,,0,TRUE,,active
course-1:27c1061ce60297ad,course-1,Курс 1,file,1 course/2 Семестр/Инженерная графика/Заказ.png,Заказ.png,,,0,TRUE,,active
course-1:c226f04869d39388,course-1,Курс 1,folder,1 course/2 Семестр/Интегралы и Дифференциальные уравнения/КР,КР,,,0,TRUE,,active
course-1:ec6c7ca35b887e59,course-1,Курс 1,folder,1 course/2 Семестр/Интегралы и Дифференциальные уравнения/Лекции,Лекции,,,0,TRUE,,active
course-1:6edb1ba8c3f89703,course-1,Курс 1,folder,1 course/2 Семестр/Интегралы и Дифференциальные уравнения/РК,РК,,,0,TRUE,,active
course-1:39e142f915ed825b,course-1,Курс 1,folder,1 course/2 Семестр/Интегралы и Дифференциальные уравнения/Экзамен,Экзамен,,,0,TRUE,,active
course-1:faa83b046122a3af,course-1,Курс 1,folder,1 course/2 Семестр/ЛАиФНП/КР,КР,,,0,TRUE,,active
course-1:092f6f3e87739087,course-1,Курс 1,folder,1 course/2 Семестр/ЛАиФНП/Лекции,Лекции,,,0,TRUE,,active
course-1:cc3aac4d7262e25a,course-1,Курс 1,folder,1 course/2 Семестр/ЛАиФНП/РК1,РК1,,,0,TRUE,,active
course-1:b181ef3117eb4bdf,course-1,Курс 1,folder,1 course/2 Семестр/ЛАиФНП/РК2,РК2,,,0,TRUE,,active
course-1:9f6fece0ddc60f95,course-1,Курс 1,folder,1 course/2 Семестр/Программирование на основе классов и шаблонов/Лекции,Лекции,,,0,TRUE,,active
course-1:b424d30019aaaad2,course-1,Курс 1,folder,1 course/2 Семестр/Программирование на основе классов и шаблонов/Семинары,Семинары,,,0,TRUE,,active
course-1:d092dcf48808cb60,course-1,Курс 1,folder,1 course/2 Семестр/Физика/ДЗ(Вар14),ДЗ(Вар14),,,0,TRUE,,active
course-1:8144da8c5e61f06b,course-1,Курс 1,folder,1 course/2 Семестр/Физика/ЛР,ЛР,,,0,TRUE,,active
course-1:d1e4e134556bae7d,course-1,Курс 1,folder,1 course/2 Семестр/Физика/Лекции,Лекции,,,0,TRUE,,active
course-1:334b1ce86e61f6be,course-1,Курс 1,folder,1 course/2 Семестр/Физика/РК,РК,,,0,TRUE,,active
course-1:5df43a1c75b09f7b,course-1,Курс 1,folder,1 course/2 Семестр/Физика/Учебники,Учебники,,,0,TRUE,,active
course-1:7f61bebe94b3667a,course-1,Курс 1,folder,1 course/2 Семестр/Физика/Экзамен,Экзамен,,,0,TRUE,,active
course-1:2629e1f4f59b5af1,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия/ДЗ/ДЗ1,ДЗ1,,,0,TRUE,,active
course-1:a42fc50304fee092,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия/ДЗ/ДЗ2,ДЗ2,,,0,TRUE,,active
course-1:b0867d434f52dcc4,course-1,Курс 1,file,1 course/1 Семестр/Аналитическая геометрия/Лекции/AGall.pdf,AGall.pdf,,,0,TRUE,,active
course-1:cf26213de603239d,course-1,Курс 1,file,1 course/1 Семестр/Аналитическая геометрия/Лекции/Лекции Грибов АФ.pdf,Лекции Грибов АФ.pdf,,,0,TRUE,,active
course-1:f5adf34e2ef045b2,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия/РК/РК1,РК1,,,0,TRUE,,active
course-1:f2364f1f10443044,course-1,Курс 1,folder,1 course/1 Семестр/Аналитическая геометрия/РК/РК2,РК2,,,0,TRUE,,active
course-1:42b0621f93176e55,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт1_1.jpg,Модуль2_Варинт1_1.jpg,,,0,TRUE,,active
course-1:819e1f860e70138d,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт1_2.jpg,Модуль2_Варинт1_2.jpg,,,0,TRUE,,active
course-1:7abbfc842e1ffa49,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт1_3.jpg,Модуль2_Варинт1_3.jpg,,,0,TRUE,,active
course-1:3b785098f53e98a8,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт2_1.jpg,Модуль2_Варинт2_1.jpg,,,0,TRUE,,active
course-1:465a4ef1a256a445,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт2_2.jpg,Модуль2_Варинт2_2.jpg,,,0,TRUE,,active
course-1:5ca71ef20d47a501,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт2_3.jpg,Модуль2_Варинт2_3.jpg,,,0,TRUE,,active
course-1:145c674afba7cae0,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт3_1.jpg,Модуль2_Варинт3_1.jpg,,,0,TRUE,,active
course-1:d3b975a12c15e4b6,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт3_2.jpg,Модуль2_Варинт3_2.jpg,,,0,TRUE,,active
course-1:a8d2d688b4619d81,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Модуль2_Варинт3_3.jpg,Модуль2_Варинт3_3.jpg,,,0,TRUE,,active
course-1:8e68537ded9ca6fd,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК2/Ответы_Вариант2.jpg,Ответы_Вариант2.jpg,,,0,TRUE,,active
course-1:30114a5554420c13,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант1_1.jpg,Модуль3_Вариант1_1.jpg,,,0,TRUE,,active
course-1:5bed81377f60d0dd,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант1_2.jpg,Модуль3_Вариант1_2.jpg,,,0,TRUE,,active
course-1:90c122427f712f21,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант1_3.jpg,Модуль3_Вариант1_3.jpg,,,0,TRUE,,active
course-1:7b5331a9fa7cd991,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант1_4.jpg,Модуль3_Вариант1_4.jpg,,,0,TRUE,,active
course-1:bc63ef046d6614ee,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант2_1.jpg,Модуль3_Вариант2_1.jpg,,,0,TRUE,,active
course-1:5a6c94514f97653e,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант2_2.jpg,Модуль3_Вариант2_2.jpg,,,0,TRUE,,active
course-1:41b2589f94f0d20d,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант2_3.jpg,Модуль3_Вариант2_3.jpg,,,0,TRUE,,active
course-1:ce940ed9defdf15b,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Модуль3_Вариант2_4.jpg,Модуль3_Вариант2_4.jpg,,,0,TRUE,,active
course-1:9748db77f6a0adda,course-1,Курс 1,file,1 course/1 Семестр/Английский/РК3/Ответы.txt,Ответы.txt,,,0,TRUE,,active
course-1:57ebf2f6d365e5c7,course-1,Курс 1,folder,1 course/1 Семестр/Информатика/Лекции/pdf,pdf,,,0,TRUE,,active
course-1:cbc4c33164147971,course-1,Курс 1,folder,1 course/1 Семестр/Информатика/Лекции/ppsx,ppsx,,,0,TRUE,,active
course-1:a1c4968daea4d10b,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/ДЗ/ДЗ1,ДЗ1,,,0,TRUE,,active
course-1:c07a3b1c9d63a3d0,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/ДЗ/ДЗ2,ДЗ2,,,0,TRUE,,active
course-1:5463592f6c03902f,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/ДЗ/ДЗ3,ДЗ3,,,0,TRUE,,active
course-1:b3322c1ff79d0296,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/КР/11.jpg,11.jpg,,,0,TRUE,,active
course-1:eb946f18af321efd,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/КР/16.jpg,16.jpg,,,0,TRUE,,active
course-1:17eff9c50250ef6d,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/КР/17.jpg,17.jpg,,,0,TRUE,,active
course-1:eba05ffa2a50cde7,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/КР/2.jpg,2.jpg,,,0,TRUE,,active
course-1:8dee6733aa42fba8,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/КР/3.jpg,3.jpg,,,0,TRUE,,active
course-1:2eba0b6683f464dc,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Лекции/Lektsii_po_matematicheskomu_analizu.pdf,Lektsii_po_matematicheskomu_analizu.pdf,,,0,TRUE,,active
course-1:5f1aa1c60cf01b63,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/РК/РК1,РК1,,,0,TRUE,,active
course-1:4db1af28ea75289a,course-1,Курс 1,folder,1 course/1 Семестр/Математический анализ/РК/РК2,РК2,,,0,TRUE,,active
course-1:16c02bf63eadfa29,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Учебники/МА_Введение в анализ.pdf,МА_Введение в анализ.pdf,,,0,TRUE,,active
course-1:5093aa6a0c45ce6e,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Учебники/МА_ДЛ_4_Сборник_задач_Демидовича_по_МА.pdf,МА_ДЛ_4_Сборник_задач_Демидовича_по_МА.pdf,,,0,TRUE,,active
course-1:c512c215bc467472,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Учебники/Сборник_задач_по_математике_для_ВТУЗОВ_Часть_1.pdf,Сборник_задач_по_математике_для_ВТУЗОВ_Часть_1.pdf,,,0,TRUE,,active
course-1:802f3cf5883350ff,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Экзамен/Теория(мб не фулл).pdf,Теория(мб не фулл).pdf,,,0,TRUE,,active
course-1:436da2708b5e6dcf,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Экзамен/Теория2(мб не фулл).pdf,Теория2(мб не фулл).pdf,,,0,TRUE,,active
course-1:126976f6039bbca3,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Экзамен/ТеорияФулл.docx,ТеорияФулл.docx,,,0,TRUE,,active
course-1:67ed2909cad6cd70,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Экзамен/УБилеты20-21год.pdf,УБилеты20-21год.pdf,,,0,TRUE,,active
course-1:08f9322b73ec2f8c,course-1,Курс 1,file,1 course/1 Семестр/Математический анализ/Экзамен/Экзамен вопросы.pdf,Экзамен вопросы.pdf,,,0,TRUE,,active
course-1:3620d8d4d24078a0,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/ДЗ/ВсеДЗнаФорматах.pdf,ВсеДЗнаФорматах.pdf,,,0,TRUE,,active
course-1:a890ad83ff856aa2,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/Лекция 14  развертки поверхн.pdf,Лекция 14  развертки поверхн.pdf,,,0,TRUE,,active
course-1:2c3024f10cb62757,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/Лекция 15 аксонометрия.pdf,Лекция 15 аксонометрия.pdf,,,0,TRUE,,active
course-1:daf430aa1785c712,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 1.pdf,лекция 1.pdf,,,0,TRUE,,active
course-1:fef582f8f7332f65,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 2.pdf,лекция 2.pdf,,,0,TRUE,,active
course-1:13a4ec5b2c9c3b8b,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 3.pdf,лекция 3.pdf,,,0,TRUE,,active
course-1:5b39a450c69c1af2,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 4.pdf,лекция 4.pdf,,,0,TRUE,,active
course-1:28f65a2c073bb6b5,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 5.pdf,лекция 5.pdf,,,0,TRUE,,active
course-1:78983ff4cbec6a8a,course-1,Курс 1,file,"1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 6,7.pdf","лекция 6,7.pdf",,,0,TRUE,,active
course-1:8980287419a1d08b,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 8.pdf,лекция 8.pdf,,,0,TRUE,,active
course-1:cac693ff9f04f79b,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Лекции/лекция 9.pdf,лекция 9.pdf,,,0,TRUE,,active
course-1:c5194bbb368b1512,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Методички/tutorialdarstellendegeometrie.pdf,tutorialdarstellendegeometrie.pdf,,,0,TRUE,,active
course-1:e033b029f4977ca2,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Методички/Проекции многогранников.pdf,Проекции многогранников.pdf,,,0,TRUE,,active
course-1:35723a5ff8c8efe0,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Методички/Способы_преобразования_мет_пособие (2).pdf,Способы_преобразования_мет_пособие (2).pdf,,,0,TRUE,,active
course-1:395fdb97e50c84b6,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/РК/РК1,РК1,,,0,TRUE,,active
course-1:5bb174677f572012,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/РК/РК3,РК3,,,0,TRUE,,active
course-1:9023014a287400be,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Рабочая тетрадь/2.pdf,2.pdf,,,0,TRUE,,active
course-1:058519bbf46e74ce,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Рабочая тетрадь/3.pdf,3.pdf,,,0,TRUE,,active
course-1:3eb9feaaeb26f93a,course-1,Курс 1,file,"1 course/1 Семестр/Начертательная геометрия/Рабочая тетрадь/Презентация_рабочей_тетради_иу_3,5_рк6_3.pdf","Презентация_рабочей_тетради_иу_3,5_рк6_3.pdf",,,0,TRUE,,active
course-1:20c386417f851e51,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Рабочая тетрадь/Рабочая тетрадка по начерту.pdf,Рабочая тетрадка по начерту.pdf,,,0,TRUE,,active
course-1:80fd98f261d75c2f,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Рабочая тетрадь/Тетрадь Базан.pdf,Тетрадь Базан.pdf,,,0,TRUE,,active
course-1:93638d6aa04dc7ac,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Экзамен/Билеты 2022-2023 г.,Билеты 2022-2023 г.,,,0,TRUE,,active
course-1:26ac9ddb8e3ebf0a,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Экзамен/Решения 2022-2023 г.,Решения 2022-2023 г.,,,0,TRUE,,active
course-1:aada3feae64208f5,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Экзамен/Старая теория,Старая теория,,,0,TRUE,,active
course-1:e128b0f20b3e99e3,course-1,Курс 1,folder,1 course/1 Семестр/Начертательная геометрия/Экзамен/Старые билеты и ответы,Старые билеты и ответы,,,0,TRUE,,active
course-1:df6efe3f6c76a778,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Экзамен/Вся теория (2022 - 2023 г.). Второй файл.docx,Вся теория (2022 - 2023 г.). Второй файл.docx,,,0,TRUE,,active
course-1:82365159697900c5,course-1,Курс 1,file,1 course/1 Семестр/Начертательная геометрия/Экзамен/Теория к экзамену (2022-2023).docx,Теория к экзамену (2022-2023).docx,,,0,TRUE,,active
course-1:17c05686dc026d03,course-1,Курс 1,folder,1 course/1 Семестр/Основы программирования 2025/Лекции/Конспекты,Конспекты,,,0,TRUE,,active
course-1:1420b67c1c5f82f2,course-1,Курс 1,folder,1 course/1 Семестр/Основы программирования 2025/Лекции/Презентации,Презентации,,,0,TRUE,,active
course-1:5acc5811acf9693f,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Лекции/Экзамен ОП.pdf,Экзамен ОП.pdf,,,0,TRUE,,active
course-1:e2cdc19c9269f98c,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР 1.2.pdf,ЛР 1.2.pdf,,,0,TRUE,,active
course-1:1917e61905699de7,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР 2.docx.pdf,ЛР 2.docx.pdf,,,0,TRUE,,active
course-1:3d2e5be0378e5914,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР 4.2.pdf,ЛР 4.2.pdf,,,0,TRUE,,active
course-1:3fe4f28a328c3d7e,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР 7.1.pdf,ЛР 7.1.pdf,,,0,TRUE,,active
course-1:d3cab7a2f38dc86b,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР 7.2.pdf,ЛР 7.2.pdf,,,0,TRUE,,active
course-1:ced03f5565ff171f,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР 8.pdf,ЛР 8.pdf,,,0,TRUE,,active
course-1:b3b8c108e48211bf,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР 9.pdf,ЛР 9.pdf,,,0,TRUE,,active
course-1:ad8838a236a856db,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР11-1.pdf,ЛР11-1.pdf,,,0,TRUE,,active
course-1:68c0ae34f973b337,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР11-2.pdf,ЛР11-2.pdf,,,0,TRUE,,active
course-1:123d6e40fa55167a,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР11-3.pdf,ЛР11-3.pdf,,,0,TRUE,,active
course-1:a1dfb93593b0bf7a,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР4_1.pdf,ЛР4_1.pdf,,,0,TRUE,,active
course-1:fd591c4a09fe33aa,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР5.pdf,ЛР5.pdf,,,0,TRUE,,active
course-1:fd123334d1e4b85f,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты ЛР/ЛР6.pdf,ЛР6.pdf,,,0,TRUE,,active
course-1:912cbc59baadd939,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар-11.pdf,Семинар-11.pdf,,,0,TRUE,,active
course-1:20a0b9eb2356157c,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар-13.pdf,Семинар-13.pdf,,,0,TRUE,,active
course-1:683a9edbed2117b8,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар-5.pdf,Семинар-5.pdf,,,0,TRUE,,active
course-1:cf1a59d84d30feba,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар-7.pdf,Семинар-7.pdf,,,0,TRUE,,active
course-1:d2e4fb0457217af1,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар-9.pdf,Семинар-9.pdf,,,0,TRUE,,active
course-1:347c3c75beeea1bd,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар10_1.pdf,Семинар10_1.pdf,,,0,TRUE,,active
course-1:1e2363658c9b52a5,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар17.pdf,Семинар17.pdf,,,0,TRUE,,active
course-1:2233268f38e0d56c,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар18.pdf,Семинар18.pdf,,,0,TRUE,,active
course-1:495fae41f11ba161,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар4.pdf,Семинар4.pdf,,,0,TRUE,,active
course-1:399f34a3f32e4b8e,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/Семинар_15.pdf,Семинар_15.pdf,,,0,TRUE,,active
course-1:aae2187afdd33c92,course-1,Курс 1,file,1 course/1 Семестр/Основы программирования 2025/Отчеты Семинары/семинар16.pdf,семинар16.pdf,,,0,TRUE,,active
course-1:4373b40d9beece9e,course-1,Курс 1,folder,1 course/1 Семестр/Социология(2022)/ДЗ/Жизненные цели современной молодежи,Жизненные цели современной молодежи,,,0,TRUE,,active
